DateTime,Year,Month,Day,Hour,DayOfWeek,DayType,MonthName,BaseLoadFactor,LoadFactor,MonthlyConsumption_kWh,MonthlyDemand_kW,HourlyLoad_kW
2025-04-14 22:00:00,2025,4,14,22,0,Weekday,Apr,0.314285714,0.2748,13920,56,15.68
2025-04-14 23:00:00,2025,4,14,23,0,Weekday,Apr,0.285714286,0.3089,13920,56,17.62
2025-04-15 00:00:00,2025,4,15,0,1,Weekday,Apr,0.257142857,0.25,13920,56,14.26
2025-04-15 01:00:00,2025,4,15,1,1,Weekday,Apr,0.285714286,0.2777,13920,56,15.84
2025-04-15 02:00:00,2025,4,15,2,1,Weekday,Apr,0.342857143,0.37,13920,56,21.1
2025-04-15 03:00:00,2025,4,15,3,1,Weekday,Apr,0.371428571,0.3841,13920,56,21.91
2025-04-15 04:00:00,2025,4,15,4,1,Weekday,Apr,0.428571429,0.453,13920,56,25.84
2025-04-15 05:00:00,2025,4,15,5,1,Weekday,Apr,0.285714286,0.3134,13920,56,17.88
2025-04-15 06:00:00,2025,4,15,6,1,Weekday,Apr,0.342857143,0.3315,13920,56,18.9
2025-04-15 07:00:00,2025,4,15,7,1,Weekday,Apr,0.742857143,0.6974,13920,56,39.77
2025-04-15 08:00:00,2025,4,15,8,1,Weekday,Apr,0.814285714,0.7259,13920,56,41.4
2025-04-15 09:00:00,2025,4,15,9,1,Weekday,Apr,0.685714286,0.6291,13920,56,35.88
2025-04-15 10:00:00,2025,4,15,10,1,Weekday,Apr,0.485714286,0.629,13920,56,35.87
2025-04-15 11:00:00,2025,4,15,11,1,Weekday,Apr,0.428571429,0.4819,13920,56,27.49
2025-04-15 12:00:00,2025,4,15,12,1,Weekday,Apr,0.428571429,0.3707,13920,56,21.15
2025-04-15 13:00:00,2025,4,15,13,1,Weekday,Apr,0.371428571,0.3223,13920,56,18.38
2025-04-15 14:00:00,2025,4,15,14,1,Weekday,Apr,0.285714286,0.2995,13920,56,17.08
2025-04-15 15:00:00,2025,4,15,15,1,Weekday,Apr,0.314285714,0.3315,13920,56,18.9
2025-04-15 16:00:00,2025,4,15,16,1,Weekday,Apr,0.371428571,0.3918,13920,56,22.35
2025-04-15 17:00:00,2025,4,15,17,1,Weekday,Apr,0.371428571,0.362,13920,56,20.65
2025-04-15 18:00:00,2025,4,15,18,1,Weekday,Apr,0.342857143,0.3386,13920,56,19.31
2025-04-15 19:00:00,2025,4,15,19,1,Weekday,Apr,0.428571429,0.4426,13920,56,25.25
2025-04-15 20:00:00,2025,4,15,20,1,Weekday,Apr,0.428571429,0.4323,13920,56,24.66
2025-04-15 21:00:00,2025,4,15,21,1,Weekday,Apr,0.4,0.3112,13920,56,17.75
2025-04-15 22:00:00,2025,4,15,22,1,Weekday,Apr,0.314285714,0.3071,13920,56,17.52
2025-04-15 23:00:00,2025,4,15,23,1,Weekday,Apr,0.285714286,0.2614,13920,56,14.91
2025-04-16 00:00:00,2025,4,16,0,2,Weekday,Apr,0.257142857,0.2616,13920,56,14.92
2025-04-16 01:00:00,2025,4,16,1,2,Weekday,Apr,0.285714286,0.371,13920,56,21.17
2025-04-16 02:00:00,2025,4,16,2,2,Weekday,Apr,0.342857143,0.3555,13920,56,20.28
2025-04-16 03:00:00,2025,4,16,3,2,Weekday,Apr,0.371428571,0.3598,13920,56,20.52
2025-04-16 04:00:00,2025,4,16,4,2,Weekday,Apr,0.428571429,0.4681,13920,56,26.7
2025-04-16 05:00:00,2025,4,16,5,2,Weekday,Apr,0.285714286,0.2995,13920,56,17.08
2025-04-16 06:00:00,2025,4,16,6,2,Weekday,Apr,0.342857143,0.3573,13920,56,20.38
2025-04-16 07:00:00,2025,4,16,7,2,Weekday,Apr,0.742857143,0.7879,13920,56,44.94
2025-04-16 08:00:00,2025,4,16,8,2,Weekday,Apr,0.814285714,0.9817,13920,56,56.0
2025-04-16 09:00:00,2025,4,16,9,2,Weekday,Apr,0.685714286,0.6082,13920,56,34.69
2025-04-16 10:00:00,2025,4,16,10,2,Weekday,Apr,0.485714286,0.5087,13920,56,29.02
2025-04-16 11:00:00,2025,4,16,11,2,Weekday,Apr,0.428571429,0.3889,13920,56,22.18
2025-04-16 12:00:00,2025,4,16,12,2,Weekday,Apr,0.428571429,0.4524,13920,56,25.8
2025-04-16 13:00:00,2025,4,16,13,2,Weekday,Apr,0.371428571,0.3373,13920,56,19.24
2025-04-16 14:00:00,2025,4,16,14,2,Weekday,Apr,0.285714286,0.2738,13920,56,15.61
2025-04-16 15:00:00,2025,4,16,15,2,Weekday,Apr,0.314285714,0.305,13920,56,17.4
2025-04-16 16:00:00,2025,4,16,16,2,Weekday,Apr,0.371428571,0.4077,13920,56,23.25
2025-04-16 17:00:00,2025,4,16,17,2,Weekday,Apr,0.371428571,0.4055,13920,56,23.13
2025-04-16 18:00:00,2025,4,16,18,2,Weekday,Apr,0.342857143,0.3001,13920,56,17.12
2025-04-16 19:00:00,2025,4,16,19,2,Weekday,Apr,0.428571429,0.4309,13920,56,24.58
2025-04-16 20:00:00,2025,4,16,20,2,Weekday,Apr,0.428571429,0.3982,13920,56,22.71
2025-04-16 21:00:00,2025,4,16,21,2,Weekday,Apr,0.4,0.3497,13920,56,19.94
2025-04-16 22:00:00,2025,4,16,22,2,Weekday,Apr,0.314285714,0.3075,13920,56,17.54
2025-04-16 23:00:00,2025,4,16,23,2,Weekday,Apr,0.285714286,0.2769,13920,56,15.8
2025-04-17 00:00:00,2025,4,17,0,3,Weekday,Apr,0.257142857,0.3195,13920,56,18.22
2025-04-17 01:00:00,2025,4,17,1,3,Weekday,Apr,0.285714286,0.2981,13920,56,17.0
2025-04-17 02:00:00,2025,4,17,2,3,Weekday,Apr,0.342857143,0.2956,13920,56,16.86
2025-04-17 03:00:00,2025,4,17,3,3,Weekday,Apr,0.371428571,0.3505,13920,56,19.99
2025-04-17 04:00:00,2025,4,17,4,3,Weekday,Apr,0.428571429,0.4723,13920,56,26.94
2025-04-17 05:00:00,2025,4,17,5,3,Weekday,Apr,0.285714286,0.3454,13920,56,19.7
2025-04-17 06:00:00,2025,4,17,6,3,Weekday,Apr,0.342857143,0.2885,13920,56,16.45
2025-04-17 07:00:00,2025,4,17,7,3,Weekday,Apr,0.742857143,0.6032,13920,56,34.41
2025-04-17 08:00:00,2025,4,17,8,3,Weekday,Apr,0.814285714,0.9666,13920,56,55.13
2025-04-17 09:00:00,2025,4,17,9,3,Weekday,Apr,0.685714286,0.7124,13920,56,40.64
2025-04-17 10:00:00,2025,4,17,10,3,Weekday,Apr,0.485714286,0.4435,13920,56,25.3
2025-04-17 11:00:00,2025,4,17,11,3,Weekday,Apr,0.428571429,0.4515,13920,56,25.75
2025-04-17 12:00:00,2025,4,17,12,3,Weekday,Apr,0.428571429,0.3156,13920,56,18.0
2025-04-17 13:00:00,2025,4,17,13,3,Weekday,Apr,0.371428571,0.3716,13920,56,21.2
2025-04-17 14:00:00,2025,4,17,14,3,Weekday,Apr,0.285714286,0.2951,13920,56,16.83
2025-04-17 15:00:00,2025,4,17,15,3,Weekday,Apr,0.314285714,0.3433,13920,56,19.59
2025-04-17 16:00:00,2025,4,17,16,3,Weekday,Apr,0.371428571,0.3338,13920,56,19.04
2025-04-17 17:00:00,2025,4,17,17,3,Weekday,Apr,0.371428571,0.3746,13920,56,21.37
2025-04-17 18:00:00,2025,4,17,18,3,Weekday,Apr,0.342857143,0.3111,13920,56,17.74
2025-04-17 19:00:00,2025,4,17,19,3,Weekday,Apr,0.428571429,0.4395,13920,56,25.07
2025-04-17 20:00:00,2025,4,17,20,3,Weekday,Apr,0.428571429,0.3902,13920,56,22.26
2025-04-17 21:00:00,2025,4,17,21,3,Weekday,Apr,0.4,0.3837,13920,56,21.89
2025-04-17 22:00:00,2025,4,17,22,3,Weekday,Apr,0.314285714,0.283,13920,56,16.14
2025-04-17 23:00:00,2025,4,17,23,3,Weekday,Apr,0.285714286,0.3043,13920,56,17.36
2025-04-18 00:00:00,2025,4,18,0,4,Weekday,Apr,0.257142857,0.2792,13920,56,15.93
2025-04-18 01:00:00,2025,4,18,1,4,Weekday,Apr,0.285714286,0.279,13920,56,15.91
2025-04-18 02:00:00,2025,4,18,2,4,Weekday,Apr,0.342857143,0.3442,13920,56,19.63
2025-04-18 03:00:00,2025,4,18,3,4,Weekday,Apr,0.371428571,0.3176,13920,56,18.12
2025-04-18 04:00:00,2025,4,18,4,4,Weekday,Apr,0.428571429,0.4157,13920,56,23.71
2025-04-18 05:00:00,2025,4,18,5,4,Weekday,Apr,0.285714286,0.2843,13920,56,16.22
2025-04-18 06:00:00,2025,4,18,6,4,Weekday,Apr,0.342857143,0.4327,13920,56,24.68
2025-04-18 07:00:00,2025,4,18,7,4,Weekday,Apr,0.742857143,0.6603,13920,56,37.66
2025-04-18 08:00:00,2025,4,18,8,4,Weekday,Apr,0.814285714,0.9335,13920,56,53.25
2025-04-18 09:00:00,2025,4,18,9,4,Weekday,Apr,0.685714286,0.7541,13920,56,43.01
2025-04-18 10:00:00,2025,4,18,10,4,Weekday,Apr,0.485714286,0.4993,13920,56,28.48
2025-04-18 11:00:00,2025,4,18,11,4,Weekday,Apr,0.428571429,0.5039,13920,56,28.74
2025-04-18 12:00:00,2025,4,18,12,4,Weekday,Apr,0.428571429,0.4445,13920,56,25.35
2025-04-18 13:00:00,2025,4,18,13,4,Weekday,Apr,0.371428571,0.3859,13920,56,22.01
2025-04-18 14:00:00,2025,4,18,14,4,Weekday,Apr,0.285714286,0.2842,13920,56,16.22
2025-04-18 15:00:00,2025,4,18,15,4,Weekday,Apr,0.314285714,0.3527,13920,56,20.12
2025-04-18 16:00:00,2025,4,18,16,4,Weekday,Apr,0.371428571,0.4122,13920,56,23.51
2025-04-18 17:00:00,2025,4,18,17,4,Weekday,Apr,0.371428571,0.3482,13920,56,19.86
2025-04-18 18:00:00,2025,4,18,18,4,Weekday,Apr,0.342857143,0.2976,13920,56,16.98
2025-04-18 19:00:00,2025,4,18,19,4,Weekday,Apr,0.428571429,0.4199,13920,56,23.95
2025-04-18 20:00:00,2025,4,18,20,4,Weekday,Apr,0.428571429,0.3943,13920,56,22.49
2025-04-18 21:00:00,2025,4,18,21,4,Weekday,Apr,0.4,0.3975,13920,56,22.67
2025-04-18 22:00:00,2025,4,18,22,4,Weekday,Apr,0.314285714,0.3532,13920,56,20.15
2025-04-18 23:00:00,2025,4,18,23,4,Weekday,Apr,0.285714286,0.2726,13920,56,15.55
2025-04-19 00:00:00,2025,4,19,0,5,Weekend,Apr,0.128571429,0.128,13920,56,7.3
2025-04-19 01:00:00,2025,4,19,1,5,Weekend,Apr,0.142857143,0.1437,13920,56,8.2
2025-04-19 02:00:00,2025,4,19,2,5,Weekend,Apr,0.171428571,0.186,13920,56,10.6
2025-04-19 03:00:00,2025,4,19,3,5,Weekend,Apr,0.185714286,0.144,13920,56,8.21
2025-04-19 04:00:00,2025,4,19,4,5,Weekend,Apr,0.214285714,0.2013,13920,56,11.48
2025-04-19 05:00:00,2025,4,19,5,5,Weekend,Apr,0.142857143,0.1459,13920,56,8.32
2025-04-19 06:00:00,2025,4,19,6,5,Weekend,Apr,0.171428571,0.192,13920,56,10.95
2025-04-19 07:00:00,2025,4,19,7,5,Weekend,Apr,0.371428571,0.3532,13920,56,20.15
2025-04-19 08:00:00,2025,4,19,8,5,Weekend,Apr,0.407142857,0.3307,13920,56,18.86
2025-04-19 09:00:00,2025,4,19,9,5,Weekend,Apr,0.342857143,0.3641,13920,56,20.77
2025-04-19 10:00:00,2025,4,19,10,5,Weekend,Apr,0.242857143,0.2274,13920,56,12.98
2025-04-19 11:00:00,2025,4,19,11,5,Weekend,Apr,0.214285714,0.1888,13920,56,10.77
2025-04-19 12:00:00,2025,4,19,12,5,Weekend,Apr,0.214285714,0.2009,13920,56,11.46
2025-04-19 13:00:00,2025,4,19,13,5,Weekend,Apr,0.185714286,0.1823,13920,56,10.4
2025-04-19 14:00:00,2025,4,19,14,5,Weekend,Apr,0.142857143,0.1342,13920,56,7.66
2025-04-19 15:00:00,2025,4,19,15,5,Weekend,Apr,0.157142857,0.1225,13920,56,6.99
2025-04-19 16:00:00,2025,4,19,16,5,Weekend,Apr,0.185714286,0.2024,13920,56,11.54
2025-04-19 17:00:00,2025,4,19,17,5,Weekend,Apr,0.185714286,0.2094,13920,56,11.95
2025-04-19 18:00:00,2025,4,19,18,5,Weekend,Apr,0.171428571,0.1826,13920,56,10.42
2025-04-19 19:00:00,2025,4,19,19,5,Weekend,Apr,0.214285714,0.1899,13920,56,10.83
2025-04-19 20:00:00,2025,4,19,20,5,Weekend,Apr,0.214285714,0.21,13920,56,11.98
2025-04-19 21:00:00,2025,4,19,21,5,Weekend,Apr,0.2,0.1999,13920,56,11.4
2025-04-19 22:00:00,2025,4,19,22,5,Weekend,Apr,0.157142857,0.1666,13920,56,9.5
2025-04-19 23:00:00,2025,4,19,23,5,Weekend,Apr,0.142857143,0.1524,13920,56,8.69
2025-04-20 00:00:00,2025,4,20,0,6,Weekend,Apr,0.128571429,0.1191,13920,56,6.79
2025-04-20 01:00:00,2025,4,20,1,6,Weekend,Apr,0.142857143,0.144,13920,56,8.22
2025-04-20 02:00:00,2025,4,20,2,6,Weekend,Apr,0.171428571,0.1793,13920,56,10.23
2025-04-20 03:00:00,2025,4,20,3,6,Weekend,Apr,0.185714286,0.2128,13920,56,12.13
2025-04-20 04:00:00,2025,4,20,4,6,Weekend,Apr,0.214285714,0.2294,13920,56,13.09
2025-04-20 05:00:00,2025,4,20,5,6,Weekend,Apr,0.142857143,0.1541,13920,56,8.79
2025-04-20 06:00:00,2025,4,20,6,6,Weekend,Apr,0.171428571,0.1729,13920,56,9.86
2025-04-20 07:00:00,2025,4,20,7,6,Weekend,Apr,0.371428571,0.4238,13920,56,24.17
2025-04-20 08:00:00,2025,4,20,8,6,Weekend,Apr,0.407142857,0.4238,13920,56,24.17
2025-04-20 09:00:00,2025,4,20,9,6,Weekend,Apr,0.342857143,0.3133,13920,56,17.88
2025-04-20 10:00:00,2025,4,20,10,6,Weekend,Apr,0.242857143,0.2769,13920,56,15.8
2025-04-20 11:00:00,2025,4,20,11,6,Weekend,Apr,0.214285714,0.2292,13920,56,13.08
2025-04-20 12:00:00,2025,4,20,12,6,Weekend,Apr,0.214285714,0.2048,13920,56,11.68
2025-04-20 13:00:00,2025,4,20,13,6,Weekend,Apr,0.185714286,0.1768,13920,56,10.08
2025-04-20 14:00:00,2025,4,20,14,6,Weekend,Apr,0.142857143,0.1471,13920,56,8.39
2025-04-20 15:00:00,2025,4,20,15,6,Weekend,Apr,0.157142857,0.1644,13920,56,9.38
2025-04-20 16:00:00,2025,4,20,16,6,Weekend,Apr,0.185714286,0.1894,13920,56,10.81
2025-04-20 17:00:00,2025,4,20,17,6,Weekend,Apr,0.185714286,0.1915,13920,56,10.92
2025-04-20 18:00:00,2025,4,20,18,6,Weekend,Apr,0.171428571,0.2006,13920,56,11.44
2025-04-20 19:00:00,2025,4,20,19,6,Weekend,Apr,0.214285714,0.2372,13920,56,13.54
2025-04-20 20:00:00,2025,4,20,20,6,Weekend,Apr,0.214285714,0.2184,13920,56,12.46
2025-04-20 21:00:00,2025,4,20,21,6,Weekend,Apr,0.2,0.2188,13920,56,12.48
2025-04-20 22:00:00,2025,4,20,22,6,Weekend,Apr,0.157142857,0.1409,13920,56,8.04
2025-04-20 23:00:00,2025,4,20,23,6,Weekend,Apr,0.142857143,0.1485,13920,56,8.47
2025-04-21 00:00:00,2025,4,21,0,0,Weekday,Apr,0.257142857,0.3037,13920,56,17.33
2025-04-21 01:00:00,2025,4,21,1,0,Weekday,Apr,0.285714286,0.2795,13920,56,15.94
2025-04-21 02:00:00,2025,4,21,2,0,Weekday,Apr,0.342857143,0.3138,13920,56,17.9
2025-04-21 03:00:00,2025,4,21,3,0,Weekday,Apr,0.371428571,0.3472,13920,56,19.8
2025-04-21 04:00:00,2025,4,21,4,0,Weekday,Apr,0.428571429,0.3819,13920,56,21.78
2025-04-21 05:00:00,2025,4,21,5,0,Weekday,Apr,0.285714286,0.2633,13920,56,15.01
2025-04-21 06:00:00,2025,4,21,6,0,Weekday,Apr,0.342857143,0.3302,13920,56,18.83
2025-04-21 07:00:00,2025,4,21,7,0,Weekday,Apr,0.742857143,0.6384,13920,56,36.41
2025-04-21 08:00:00,2025,4,21,8,0,Weekday,Apr,0.814285714,0.8156,13920,56,46.52
2025-04-21 09:00:00,2025,4,21,9,0,Weekday,Apr,0.685714286,0.7476,13920,56,42.64
2025-04-21 10:00:00,2025,4,21,10,0,Weekday,Apr,0.485714286,0.4416,13920,56,25.19
2025-04-21 11:00:00,2025,4,21,11,0,Weekday,Apr,0.428571429,0.4937,13920,56,28.16
2025-04-21 12:00:00,2025,4,21,12,0,Weekday,Apr,0.428571429,0.4505,13920,56,25.7
2025-04-21 13:00:00,2025,4,21,13,0,Weekday,Apr,0.371428571,0.4097,13920,56,23.37
2025-04-21 14:00:00,2025,4,21,14,0,Weekday,Apr,0.285714286,0.2669,13920,56,15.23
2025-04-21 15:00:00,2025,4,21,15,0,Weekday,Apr,0.314285714,0.3411,13920,56,19.45
2025-04-21 16:00:00,2025,4,21,16,0,Weekday,Apr,0.371428571,0.3309,13920,56,18.87
2025-04-21 17:00:00,2025,4,21,17,0,Weekday,Apr,0.371428571,0.4045,13920,56,23.07
2025-04-21 18:00:00,2025,4,21,18,0,Weekday,Apr,0.342857143,0.3487,13920,56,19.89
2025-04-21 19:00:00,2025,4,21,19,0,Weekday,Apr,0.428571429,0.4523,13920,56,25.8
2025-04-21 20:00:00,2025,4,21,20,0,Weekday,Apr,0.428571429,0.3782,13920,56,21.57
2025-04-21 21:00:00,2025,4,21,21,0,Weekday,Apr,0.4,0.3642,13920,56,20.78
2025-04-21 22:00:00,2025,4,21,22,0,Weekday,Apr,0.314285714,0.3331,13920,56,19.0
2025-04-21 23:00:00,2025,4,21,23,0,Weekday,Apr,0.285714286,0.2586,13920,56,14.75
2025-04-22 00:00:00,2025,4,22,0,1,Weekday,Apr,0.257142857,0.2691,13920,56,15.35
2025-04-22 01:00:00,2025,4,22,1,1,Weekday,Apr,0.285714286,0.2467,13920,56,14.07
2025-04-22 02:00:00,2025,4,22,2,1,Weekday,Apr,0.342857143,0.3719,13920,56,21.22
2025-04-22 03:00:00,2025,4,22,3,1,Weekday,Apr,0.371428571,0.3256,13920,56,18.58
2025-04-22 04:00:00,2025,4,22,4,1,Weekday,Apr,0.428571429,0.4522,13920,56,25.8
2025-04-22 05:00:00,2025,4,22,5,1,Weekday,Apr,0.285714286,0.3036,13920,56,17.32
2025-04-22 06:00:00,2025,4,22,6,1,Weekday,Apr,0.342857143,0.319,13920,56,18.19
2025-04-22 07:00:00,2025,4,22,7,1,Weekday,Apr,0.742857143,0.7861,13920,56,44.84
2025-04-22 08:00:00,2025,4,22,8,1,Weekday,Apr,0.814285714,0.8355,13920,56,47.66
2025-04-22 09:00:00,2025,4,22,9,1,Weekday,Apr,0.685714286,0.6488,13920,56,37.0
2025-04-22 10:00:00,2025,4,22,10,1,Weekday,Apr,0.485714286,0.4367,13920,56,24.91
2025-04-22 11:00:00,2025,4,22,11,1,Weekday,Apr,0.428571429,0.3445,13920,56,19.65
2025-04-22 12:00:00,2025,4,22,12,1,Weekday,Apr,0.428571429,0.4436,13920,56,25.3
2025-04-22 13:00:00,2025,4,22,13,1,Weekday,Apr,0.371428571,0.3133,13920,56,17.88
2025-04-22 14:00:00,2025,4,22,14,1,Weekday,Apr,0.285714286,0.2884,13920,56,16.45
2025-04-22 15:00:00,2025,4,22,15,1,Weekday,Apr,0.314285714,0.306,13920,56,17.46
2025-04-22 16:00:00,2025,4,22,16,1,Weekday,Apr,0.371428571,0.3967,13920,56,22.62
2025-04-22 17:00:00,2025,4,22,17,1,Weekday,Apr,0.371428571,0.3602,13920,56,20.54
2025-04-22 18:00:00,2025,4,22,18,1,Weekday,Apr,0.342857143,0.3316,13920,56,18.91
2025-04-22 19:00:00,2025,4,22,19,1,Weekday,Apr,0.428571429,0.4599,13920,56,26.24
2025-04-22 20:00:00,2025,4,22,20,1,Weekday,Apr,0.428571429,0.4429,13920,56,25.26
2025-04-22 21:00:00,2025,4,22,21,1,Weekday,Apr,0.4,0.4126,13920,56,23.54
2025-04-22 22:00:00,2025,4,22,22,1,Weekday,Apr,0.314285714,0.329,13920,56,18.77
2025-04-22 23:00:00,2025,4,22,23,1,Weekday,Apr,0.285714286,0.2418,13920,56,13.79
2025-04-23 00:00:00,2025,4,23,0,2,Weekday,Apr,0.257142857,0.2766,13920,56,15.78
2025-04-23 01:00:00,2025,4,23,1,2,Weekday,Apr,0.285714286,0.3032,13920,56,17.3
2025-04-23 02:00:00,2025,4,23,2,2,Weekday,Apr,0.342857143,0.308,13920,56,17.57
2025-04-23 03:00:00,2025,4,23,3,2,Weekday,Apr,0.371428571,0.3624,13920,56,20.67
2025-04-23 04:00:00,2025,4,23,4,2,Weekday,Apr,0.428571429,0.4269,13920,56,24.35
2025-04-23 05:00:00,2025,4,23,5,2,Weekday,Apr,0.285714286,0.2819,13920,56,16.07
2025-04-23 06:00:00,2025,4,23,6,2,Weekday,Apr,0.342857143,0.3543,13920,56,20.21
2025-04-23 07:00:00,2025,4,23,7,2,Weekday,Apr,0.742857143,0.8492,13920,56,48.43
2025-04-23 08:00:00,2025,4,23,8,2,Weekday,Apr,0.814285714,0.9024,13920,56,51.47
2025-04-23 09:00:00,2025,4,23,9,2,Weekday,Apr,0.685714286,0.5957,13920,56,33.98
2025-04-23 10:00:00,2025,4,23,10,2,Weekday,Apr,0.485714286,0.5159,13920,56,29.43
2025-04-23 11:00:00,2025,4,23,11,2,Weekday,Apr,0.428571429,0.4855,13920,56,27.69
2025-04-23 12:00:00,2025,4,23,12,2,Weekday,Apr,0.428571429,0.4451,13920,56,25.39
2025-04-23 13:00:00,2025,4,23,13,2,Weekday,Apr,0.371428571,0.412,13920,56,23.5
2025-04-23 14:00:00,2025,4,23,14,2,Weekday,Apr,0.285714286,0.3432,13920,56,19.58
2025-04-23 15:00:00,2025,4,23,15,2,Weekday,Apr,0.314285714,0.3465,13920,56,19.76
2025-04-23 16:00:00,2025,4,23,16,2,Weekday,Apr,0.371428571,0.3807,13920,56,21.72
2025-04-23 17:00:00,2025,4,23,17,2,Weekday,Apr,0.371428571,0.4102,13920,56,23.4
2025-04-23 18:00:00,2025,4,23,18,2,Weekday,Apr,0.342857143,0.3478,13920,56,19.84
2025-04-23 19:00:00,2025,4,23,19,2,Weekday,Apr,0.428571429,0.4296,13920,56,24.51
2025-04-23 20:00:00,2025,4,23,20,2,Weekday,Apr,0.428571429,0.4135,13920,56,23.59
2025-04-23 21:00:00,2025,4,23,21,2,Weekday,Apr,0.4,0.4625,13920,56,26.38
2025-04-23 22:00:00,2025,4,23,22,2,Weekday,Apr,0.314285714,0.2886,13920,56,16.46
2025-04-23 23:00:00,2025,4,23,23,2,Weekday,Apr,0.285714286,0.3295,13920,56,18.79
2025-04-24 00:00:00,2025,4,24,0,3,Weekday,Apr,0.257142857,0.27,13920,56,15.4
2025-04-24 01:00:00,2025,4,24,1,3,Weekday,Apr,0.285714286,0.2457,13920,56,14.02
2025-04-24 02:00:00,2025,4,24,2,3,Weekday,Apr,0.342857143,0.3555,13920,56,20.28
2025-04-24 03:00:00,2025,4,24,3,3,Weekday,Apr,0.371428571,0.2934,13920,56,16.73
2025-04-24 04:00:00,2025,4,24,4,3,Weekday,Apr,0.428571429,0.4554,13920,56,25.97
2025-04-24 05:00:00,2025,4,24,5,3,Weekday,Apr,0.285714286,0.311,13920,56,17.74
2025-04-24 06:00:00,2025,4,24,6,3,Weekday,Apr,0.342857143,0.3225,13920,56,18.4
2025-04-24 07:00:00,2025,4,24,7,3,Weekday,Apr,0.742857143,0.752,13920,56,42.89
2025-04-24 08:00:00,2025,4,24,8,3,Weekday,Apr,0.814285714,0.9734,13920,56,55.52
2025-04-24 09:00:00,2025,4,24,9,3,Weekday,Apr,0.685714286,0.651,13920,56,37.14
2025-04-24 10:00:00,2025,4,24,10,3,Weekday,Apr,0.485714286,0.4343,13920,56,24.77
2025-04-24 11:00:00,2025,4,24,11,3,Weekday,Apr,0.428571429,0.4921,13920,56,28.07
2025-04-24 12:00:00,2025,4,24,12,3,Weekday,Apr,0.428571429,0.5127,13920,56,29.24
2025-04-24 13:00:00,2025,4,24,13,3,Weekday,Apr,0.371428571,0.3716,13920,56,21.2
2025-04-24 14:00:00,2025,4,24,14,3,Weekday,Apr,0.285714286,0.3146,13920,56,17.95
2025-04-24 15:00:00,2025,4,24,15,3,Weekday,Apr,0.314285714,0.3564,13920,56,20.33
2025-04-24 16:00:00,2025,4,24,16,3,Weekday,Apr,0.371428571,0.3439,13920,56,19.62
2025-04-24 17:00:00,2025,4,24,17,3,Weekday,Apr,0.371428571,0.3534,13920,56,20.16
2025-04-24 18:00:00,2025,4,24,18,3,Weekday,Apr,0.342857143,0.3851,13920,56,21.96
2025-04-24 19:00:00,2025,4,24,19,3,Weekday,Apr,0.428571429,0.5008,13920,56,28.56
2025-04-24 20:00:00,2025,4,24,20,3,Weekday,Apr,0.428571429,0.4527,13920,56,25.82
2025-04-24 21:00:00,2025,4,24,21,3,Weekday,Apr,0.4,0.3648,13920,56,20.81
2025-04-24 22:00:00,2025,4,24,22,3,Weekday,Apr,0.314285714,0.3767,13920,56,21.49
2025-04-24 23:00:00,2025,4,24,23,3,Weekday,Apr,0.285714286,0.2705,13920,56,15.43
2025-04-25 00:00:00,2025,4,25,0,4,Weekday,Apr,0.257142857,0.2485,13920,56,14.18
2025-04-25 01:00:00,2025,4,25,1,4,Weekday,Apr,0.285714286,0.2955,13920,56,16.86
2025-04-25 02:00:00,2025,4,25,2,4,Weekday,Apr,0.342857143,0.3961,13920,56,22.59
2025-04-25 03:00:00,2025,4,25,3,4,Weekday,Apr,0.371428571,0.4031,13920,56,23.0
2025-04-25 04:00:00,2025,4,25,4,4,Weekday,Apr,0.428571429,0.4464,13920,56,25.46
2025-04-25 05:00:00,2025,4,25,5,4,Weekday,Apr,0.285714286,0.299,13920,56,17.05
2025-04-25 06:00:00,2025,4,25,6,4,Weekday,Apr,0.342857143,0.3443,13920,56,19.64
2025-04-25 07:00:00,2025,4,25,7,4,Weekday,Apr,0.742857143,0.7843,13920,56,44.73
2025-04-25 08:00:00,2025,4,25,8,4,Weekday,Apr,0.814285714,0.6083,13920,56,34.7
2025-04-25 09:00:00,2025,4,25,9,4,Weekday,Apr,0.685714286,0.6654,13920,56,37.95
2025-04-25 10:00:00,2025,4,25,10,4,Weekday,Apr,0.485714286,0.4974,13920,56,28.38
2025-04-25 11:00:00,2025,4,25,11,4,Weekday,Apr,0.428571429,0.3792,13920,56,21.63
2025-04-25 12:00:00,2025,4,25,12,4,Weekday,Apr,0.428571429,0.4451,13920,56,25.39
2025-04-25 13:00:00,2025,4,25,13,4,Weekday,Apr,0.371428571,0.3638,13920,56,20.75
2025-04-25 14:00:00,2025,4,25,14,4,Weekday,Apr,0.285714286,0.3359,13920,56,19.16
2025-04-25 15:00:00,2025,4,25,15,4,Weekday,Apr,0.314285714,0.3637,13920,56,20.75
2025-04-25 16:00:00,2025,4,25,16,4,Weekday,Apr,0.371428571,0.3541,13920,56,20.2
2025-04-25 17:00:00,2025,4,25,17,4,Weekday,Apr,0.371428571,0.3658,13920,56,20.87
2025-04-25 18:00:00,2025,4,25,18,4,Weekday,Apr,0.342857143,0.3403,13920,56,19.41
2025-04-25 19:00:00,2025,4,25,19,4,Weekday,Apr,0.428571429,0.4092,13920,56,23.35
2025-04-25 20:00:00,2025,4,25,20,4,Weekday,Apr,0.428571429,0.4369,13920,56,24.92
