DateTime,Month,Hour,monthly_demand,load_factor,monthly_multiplier,peak_multiplier,hourly_load
2025-03-19 07:00:00,3,7,260.99,0.4932,1.7072,1,219.76
2025-03-19 08:00:00,3,8,260.99,0.512,1.7072,1,228.12
2025-03-19 09:00:00,3,9,260.99,0.4803,1.7072,1,214.01
2025-03-19 10:00:00,3,10,260.99,0.4509,1.7072,1,200.91
2025-03-19 11:00:00,3,11,260.99,0.4453,1.7072,1,198.42
2025-03-19 12:00:00,3,12,260.99,0.4214,1.7072,1,187.75
2025-03-19 13:00:00,3,13,260.99,0.4097,1.7072,1,182.57
2025-03-19 14:00:00,3,14,260.99,0.3917,1.7072,1,174.54
2025-03-19 15:00:00,3,15,260.99,0.3807,1.7072,1,169.63
2025-03-19 16:00:00,3,16,260.99,0.4281,1.7072,1,190.75
2025-03-19 17:00:00,3,17,260.99,0.4114,1.7072,1,183.33
2025-03-19 18:00:00,3,18,260.99,0.4364,1.7072,1,194.46
2025-03-19 19:00:00,3,19,260.99,0.4098,1.7072,1,182.61
2025-03-19 20:00:00,3,20,260.99,0.3534,1.7072,1,157.48
2025-03-19 21:00:00,3,21,260.99,0.3235,1.7072,1,144.15
2025-03-19 22:00:00,3,22,260.99,0.3054,1.7072,1,136.08
2025-03-19 23:00:00,3,23,260.99,0.2375,1.7072,1,105.81
2025-03-20 00:00:00,3,0,260.99,0.2657,1.7072,1,118.37
2025-03-20 01:00:00,3,1,260.99,0.2513,1.7072,1,111.96
2025-03-20 02:00:00,3,2,260.99,0.2678,1.7072,1,119.34
2025-03-20 03:00:00,3,3,260.99,0.3196,1.7072,1,142.4
2025-03-20 04:00:00,3,4,260.99,0.3427,1.7072,1,152.7
2025-03-20 05:00:00,3,5,260.99,0.3784,1.7072,1,168.61
2025-03-20 06:00:00,3,6,260.99,0.4134,1.7072,1,184.2
2025-03-20 07:00:00,3,7,260.99,0.4918,1.7072,1,219.16
2025-03-20 08:00:00,3,8,260.99,0.5077,1.7072,1,226.23
2025-03-20 09:00:00,3,9,260.99,0.4983,1.7072,1,222.03
2025-03-20 10:00:00,3,10,260.99,0.4372,1.7072,1,194.82
2025-03-20 11:00:00,3,11,260.99,0.4378,1.7072,1,195.05
2025-03-20 12:00:00,3,12,260.99,0.4223,1.7072,1,188.16
2025-03-20 13:00:00,3,13,260.99,0.4055,1.7072,1,180.66
2025-03-20 14:00:00,3,14,260.99,0.3794,1.7072,1,169.03
2025-03-20 15:00:00,3,15,260.99,0.3978,1.7072,1,177.27
2025-03-20 16:00:00,3,16,260.99,0.4132,1.7072,1,184.13
2025-03-20 17:00:00,3,17,260.99,0.4255,1.7072,1,189.58
2025-03-20 18:00:00,3,18,260.99,0.4323,1.7072,1,192.61
2025-03-20 19:00:00,3,19,260.99,0.4009,1.7072,1,178.61
2025-03-20 20:00:00,3,20,260.99,0.3581,1.7072,1,159.58
2025-03-20 21:00:00,3,21,260.99,0.3255,1.7072,1,145.03
2025-03-20 22:00:00,3,22,260.99,0.3117,1.7072,1,138.91
2025-03-20 23:00:00,3,23,260.99,0.2367,1.7072,1,105.48
2025-03-21 00:00:00,3,0,260.99,0.2659,1.7072,1,118.49
2025-03-21 01:00:00,3,1,260.99,0.2553,1.7072,1,113.76
2025-03-21 02:00:00,3,2,260.99,0.2639,1.7072,1,117.6
2025-03-21 03:00:00,3,3,260.99,0.3091,1.7072,1,137.71
2025-03-21 04:00:00,3,4,260.99,0.3514,1.7072,1,156.59
2025-03-21 05:00:00,3,5,260.99,0.3775,1.7072,1,168.19
2025-03-21 06:00:00,3,6,260.99,0.4378,1.7072,1,195.09
2025-03-21 07:00:00,3,7,260.99,0.5036,1.7072,1,224.39
2025-03-21 08:00:00,3,8,260.99,0.497,1.7072,1,221.47
2025-03-21 09:00:00,3,9,260.99,0.487,1.7072,1,217.01
2025-03-21 10:00:00,3,10,260.99,0.4342,1.7072,1,193.48
2025-03-21 11:00:00,3,11,260.99,0.433,1.7072,1,192.94
2025-03-21 12:00:00,3,12,260.99,0.4124,1.7072,1,183.76
2025-03-21 13:00:00,3,13,260.99,0.4044,1.7072,1,180.17
2025-03-21 14:00:00,3,14,260.99,0.399,1.7072,1,177.77
2025-03-21 15:00:00,3,15,260.99,0.4121,1.7072,1,183.63
2025-03-21 16:00:00,3,16,260.99,0.4225,1.7072,1,188.27
2025-03-21 17:00:00,3,17,260.99,0.4299,1.7072,1,191.54
2025-03-21 18:00:00,3,18,260.99,0.4122,1.7072,1,183.67
2025-03-21 19:00:00,3,19,260.99,0.3964,1.7072,1,176.65
2025-03-21 20:00:00,3,20,260.99,0.3556,1.7072,1,158.45
2025-03-21 21:00:00,3,21,260.99,0.3221,1.7072,1,143.54
2025-03-21 22:00:00,3,22,260.99,0.3112,1.7072,1,138.69
2025-03-21 23:00:00,3,23,260.99,0.2362,1.7072,1,105.27
2025-03-22 00:00:00,3,0,260.99,0.2558,1.7072,1,113.96
2025-03-22 01:00:00,3,1,260.99,0.2539,1.7072,1,113.15
2025-03-22 02:00:00,3,2,260.99,0.254,1.7072,1,113.19
2025-03-22 03:00:00,3,3,260.99,0.3067,1.7072,1,136.64
2025-03-22 04:00:00,3,4,260.99,0.3595,1.7072,1,160.19
2025-03-22 05:00:00,3,5,260.99,0.3576,1.7072,1,159.34
2025-03-22 06:00:00,3,6,260.99,0.3803,1.7072,1,169.47
2025-03-22 07:00:00,3,7,260.99,0.4676,1.7072,1,208.36
2025-03-22 08:00:00,3,8,260.99,0.4633,1.7072,1,206.43
2025-03-22 09:00:00,3,9,260.99,0.4692,1.7072,1,209.06
2025-03-22 10:00:00,3,10,260.99,0.4209,1.7072,1,187.54
2025-03-22 11:00:00,3,11,260.99,0.4297,1.7072,1,191.48
2025-03-22 12:00:00,3,12,260.99,0.4127,1.7072,1,183.9
2025-03-22 13:00:00,3,13,260.99,0.3992,1.7072,1,177.85
2025-03-22 14:00:00,3,14,260.99,0.3927,1.7072,1,174.99
2025-03-22 15:00:00,3,15,260.99,0.3631,1.7072,1,161.81
2025-03-22 16:00:00,3,16,260.99,0.3974,1.7072,1,177.08
2025-03-22 17:00:00,3,17,260.99,0.3974,1.7072,1,177.07
2025-03-22 18:00:00,3,18,260.99,0.4228,1.7072,1,188.39
2025-03-22 19:00:00,3,19,260.99,0.3898,1.7072,1,173.67
2025-03-22 20:00:00,3,20,260.99,0.3499,1.7072,1,155.93
2025-03-22 21:00:00,3,21,260.99,0.321,1.7072,1,143.02
2025-03-22 22:00:00,3,22,260.99,0.3142,1.7072,1,139.99
2025-03-22 23:00:00,3,23,260.99,0.2334,1.7072,1,103.99
2025-03-23 00:00:00,3,0,260.99,0.2696,1.7072,1,120.13
2025-03-23 01:00:00,3,1,260.99,0.2484,1.7072,1,110.66
2025-03-23 02:00:00,3,2,260.99,0.2616,1.7072,1,116.55
2025-03-23 03:00:00,3,3,260.99,0.305,1.7072,1,135.91
2025-03-23 04:00:00,3,4,260.99,0.353,1.7072,1,157.28
2025-03-23 05:00:00,3,5,260.99,0.3639,1.7072,1,162.16
2025-03-23 06:00:00,3,6,260.99,0.3864,1.7072,1,172.17
2025-03-23 07:00:00,3,7,260.99,0.4822,1.7072,1,214.85
2025-03-23 08:00:00,3,8,260.99,0.4451,1.7072,1,198.32
2025-03-23 09:00:00,3,9,260.99,0.4456,1.7072,1,198.55
2025-03-23 10:00:00,3,10,260.99,0.4264,1.7072,1,189.98
2025-03-23 11:00:00,3,11,260.99,0.4372,1.7072,1,194.81
2025-03-23 12:00:00,3,12,260.99,0.3988,1.7072,1,177.7
2025-03-23 13:00:00,3,13,260.99,0.4251,1.7072,1,189.42
2025-03-23 14:00:00,3,14,260.99,0.3809,1.7072,1,169.71
2025-03-23 15:00:00,3,15,260.99,0.3761,1.7072,1,167.57
2025-03-23 16:00:00,3,16,260.99,0.395,1.7072,1,175.99
2025-03-23 17:00:00,3,17,260.99,0.3959,1.7072,1,176.43
2025-03-23 18:00:00,3,18,260.99,0.4181,1.7072,1,186.3
2025-03-23 19:00:00,3,19,260.99,0.394,1.7072,1,175.57
2025-03-23 20:00:00,3,20,260.99,0.3517,1.7072,1,156.7
2025-03-23 21:00:00,3,21,260.99,0.3241,1.7072,1,144.4
2025-03-23 22:00:00,3,22,260.99,0.3113,1.7072,1,138.69
2025-03-23 23:00:00,3,23,260.99,0.2343,1.7072,1,104.39
2025-03-24 00:00:00,3,0,260.99,0.2663,1.7072,1,118.64
2025-03-24 01:00:00,3,1,260.99,0.253,1.7072,1,112.74
2025-03-24 02:00:00,3,2,260.99,0.2641,1.7072,1,117.68
2025-03-24 03:00:00,3,3,260.99,0.2926,1.7072,1,130.38
2025-03-24 04:00:00,3,4,260.99,0.3511,1.7072,1,156.46
2025-03-24 05:00:00,3,5,260.99,0.3815,1.7072,1,169.98
2025-03-24 06:00:00,3,6,260.99,0.4276,1.7072,1,190.55
2025-03-24 07:00:00,3,7,260.99,0.496,1.7072,1,221.01
2025-03-24 08:00:00,3,8,260.99,0.5093,1.7072,1,226.93
2025-03-24 09:00:00,3,9,260.99,0.4918,1.7072,1,219.16
2025-03-24 10:00:00,3,10,260.99,0.4414,1.7072,1,196.67
2025-03-24 11:00:00,3,11,260.99,0.4466,1.7072,1,199.0
2025-03-24 12:00:00,3,12,260.99,0.4143,1.7072,1,184.6
2025-03-24 13:00:00,3,13,260.99,0.3921,1.7072,1,174.7
2025-03-24 14:00:00,3,14,260.99,0.3808,1.7072,1,169.66
2025-03-24 15:00:00,3,15,260.99,0.4013,1.7072,1,178.81
2025-03-24 16:00:00,3,16,260.99,0.4252,1.7072,1,189.44
2025-03-24 17:00:00,3,17,260.99,0.43,1.7072,1,191.59
2025-03-24 18:00:00,3,18,260.99,0.4338,1.7072,1,193.29
2025-03-24 19:00:00,3,19,260.99,0.4049,1.7072,1,180.43
2025-03-24 20:00:00,3,20,260.99,0.3567,1.7072,1,158.92
2025-03-24 21:00:00,3,21,260.99,0.329,1.7072,1,146.6
2025-03-24 22:00:00,3,22,260.99,0.3173,1.7072,1,141.38
2025-03-24 23:00:00,3,23,260.99,0.2421,1.7072,1,107.87
2025-03-25 00:00:00,3,0,260.99,0.2737,1.7072,1,121.94
2025-03-25 01:00:00,3,1,260.99,0.2509,1.7072,1,111.8
2025-03-25 02:00:00,3,2,260.99,0.2628,1.7072,1,117.11
2025-03-25 03:00:00,3,3,260.99,0.3176,1.7072,1,141.5
2025-03-25 04:00:00,3,4,260.99,0.3464,1.7072,1,154.36
2025-03-25 05:00:00,3,5,260.99,0.3733,1.7072,1,166.33
2025-03-25 06:00:00,3,6,260.99,0.4264,1.7072,1,190.0
2025-03-25 07:00:00,3,7,260.99,0.4925,1.7072,1,219.43
2025-03-25 08:00:00,3,8,260.99,0.4914,1.7072,1,218.95
2025-03-25 09:00:00,3,9,260.99,0.4813,1.7072,1,214.46
2025-03-25 10:00:00,3,10,260.99,0.4412,1.7072,1,196.59
2025-03-25 11:00:00,3,11,260.99,0.4403,1.7072,1,196.18
2025-03-25 12:00:00,3,12,260.99,0.4065,1.7072,1,181.13
2025-03-25 13:00:00,3,13,260.99,0.4049,1.7072,1,180.42
2025-03-25 14:00:00,3,14,260.99,0.3856,1.7072,1,171.82
2025-03-25 15:00:00,3,15,260.99,0.3881,1.7072,1,172.91
2025-03-25 16:00:00,3,16,260.99,0.4227,1.7072,1,188.35
2025-03-25 17:00:00,3,17,260.99,0.4336,1.7072,1,193.2
2025-03-25 18:00:00,3,18,260.99,0.4139,1.7072,1,184.4
2025-03-25 19:00:00,3,19,260.99,0.3947,1.7072,1,175.86
2025-03-25 20:00:00,3,20,260.99,0.3557,1.7072,1,158.51
2025-03-25 21:00:00,3,21,260.99,0.3201,1.7072,1,142.62
2025-03-25 22:00:00,3,22,260.99,0.3175,1.7072,1,141.46
2025-03-25 23:00:00,3,23,260.99,0.2376,1.7072,1,105.86
2025-03-26 00:00:00,3,0,260.99,0.2659,1.7072,1,118.47
2025-03-26 01:00:00,3,1,260.99,0.2375,1.7072,1,105.82
2025-03-26 02:00:00,3,2,260.99,0.2643,1.7072,1,117.77
2025-03-26 03:00:00,3,3,260.99,0.3032,1.7072,1,135.1
2025-03-26 04:00:00,3,4,260.99,0.347,1.7072,1,154.62
2025-03-26 05:00:00,3,5,260.99,0.3821,1.7072,1,170.26
2025-03-26 06:00:00,3,6,260.99,0.4394,1.7072,1,195.81
2025-03-26 07:00:00,3,7,260.99,0.4868,1.7072,1,216.92
2025-03-26 08:00:00,3,8,260.99,0.468,1.7072,1,208.54
2025-03-26 09:00:00,3,9,260.99,0.4845,1.7072,1,215.87
2025-03-26 10:00:00,3,10,260.99,0.4644,1.7072,1,206.95
2025-03-26 11:00:00,3,11,260.99,0.454,1.7072,1,202.28
2025-03-26 12:00:00,3,12,260.99,0.4243,1.7072,1,189.05
2025-03-26 13:00:00,3,13,260.99,0.3992,1.7072,1,177.89
2025-03-26 14:00:00,3,14,260.99,0.3918,1.7072,1,174.59
2025-03-26 15:00:00,3,15,260.99,0.3868,1.7072,1,172.36
2025-03-26 16:00:00,3,16,260.99,0.4212,1.7072,1,187.67
2025-03-26 17:00:00,3,17,260.99,0.4299,1.7072,1,191.56
2025-03-26 18:00:00,3,18,260.99,0.4367,1.7072,1,194.57
2025-03-26 19:00:00,3,19,260.99,0.4229,1.7072,1,188.45
2025-03-26 20:00:00,3,20,260.99,0.3641,1.7072,1,162.25
2025-03-26 21:00:00,3,21,260.99,0.3229,1.7072,1,143.87
2025-03-26 22:00:00,3,22,260.99,0.3121,1.7072,1,139.08
2025-03-26 23:00:00,3,23,260.99,0.2301,1.7072,1,102.51
2025-03-27 00:00:00,3,0,260.99,0.2636,1.7072,1,117.45
2025-03-27 01:00:00,3,1,260.99,0.2454,1.7072,1,109.33
2025-03-27 02:00:00,3,2,260.99,0.2583,1.7072,1,115.08
2025-03-27 03:00:00,3,3,260.99,0.3118,1.7072,1,138.95
2025-03-27 04:00:00,3,4,260.99,0.3409,1.7072,1,151.9
2025-03-27 05:00:00,3,5,260.99,0.3885,1.7072,1,173.12
2025-03-27 06:00:00,3,6,260.99,0.4278,1.7072,1,190.62
2025-03-27 07:00:00,3,7,260.99,0.4998,1.7072,1,222.7
2025-03-27 08:00:00,3,8,260.99,0.4948,1.7072,1,220.49
2025-03-27 09:00:00,3,9,260.99,0.4842,1.7072,1,215.75
2025-03-27 10:00:00,3,10,260.99,0.4557,1.7072,1,203.05
2025-03-27 11:00:00,3,11,260.99,0.4353,1.7072,1,193.97
2025-03-27 12:00:00,3,12,260.99,0.4169,1.7072,1,185.78
2025-03-27 13:00:00,3,13,260.99,0.4008,1.7072,1,178.57
2025-03-27 14:00:00,3,14,260.99,0.3752,1.7072,1,167.19
2025-03-27 15:00:00,3,15,260.99,0.388,1.7072,1,172.9
2025-03-27 16:00:00,3,16,260.99,0.4132,1.7072,1,184.13
2025-03-27 17:00:00,3,17,260.99,0.433,1.7072,1,192.96
2025-03-27 18:00:00,3,18,260.99,0.4298,1.7072,1,191.53
2025-03-27 19:00:00,3,19,260.99,0.4024,1.7072,1,179.28
2025-03-27 20:00:00,3,20,260.99,0.3674,1.7072,1,163.73
2025-03-27 21:00:00,3,21,260.99,0.3253,1.7072,1,144.95
2025-03-27 22:00:00,3,22,260.99,0.3147,1.7072,1,140.24
2025-03-27 23:00:00,3,23,260.99,0.238,1.7072,1,106.05
2025-03-28 00:00:00,3,0,260.99,0.2687,1.7072,1,119.74
2025-03-28 01:00:00,3,1,260.99,0.2445,1.7072,1,108.95
2025-03-28 02:00:00,3,2,260.99,0.2483,1.7072,1,110.62
2025-03-28 03:00:00,3,3,260.99,0.3101,1.7072,1,138.16
2025-03-28 04:00:00,3,4,260.99,0.3565,1.7072,1,158.83
2025-03-28 05:00:00,3,5,260.99,0.387,1.7072,1,172.46
2025-03-28 06:00:00,3,6,260.99,0.4361,1.7072,1,194.3
2025-03-28 07:00:00,3,7,260.99,0.5123,1.7072,1,228.25
2025-03-28 08:00:00,3,8,260.99,0.499,1.7072,1,222.34
2025-03-28 09:00:00,3,9,260.99,0.4846,1.7072,1,215.93
2025-03-28 10:00:00,3,10,260.99,0.4428,1.7072,1,197.29
2025-03-28 11:00:00,3,11,260.99,0.4402,1.7072,1,196.14
2025-03-28 12:00:00,3,12,260.99,0.4277,1.7072,1,190.58
2025-03-28 13:00:00,3,13,260.99,0.4129,1.7072,1,183.98
2025-03-28 14:00:00,3,14,260.99,0.3845,1.7072,1,171.34
2025-03-28 15:00:00,3,15,260.99,0.3909,1.7072,1,174.2
2025-03-28 16:00:00,3,16,260.99,0.4172,1.7072,1,185.9
2025-03-28 17:00:00,3,17,260.99,0.4307,1.7072,1,191.92
2025-03-28 18:00:00,3,18,260.99,0.4153,1.7072,1,185.03
2025-03-28 19:00:00,3,19,260.99,0.3824,1.7072,1,170.39
2025-03-28 20:00:00,3,20,260.99,0.3573,1.7072,1,159.22
2025-03-28 21:00:00,3,21,260.99,0.3182,1.7072,1,141.8
2025-03-28 22:00:00,3,22,260.99,0.3091,1.7072,1,137.74
2025-03-28 23:00:00,3,23,260.99,0.2378,1.7072,1,105.96
2025-03-29 00:00:00,3,0,260.99,0.2639,1.7072,1,117.58
2025-03-29 01:00:00,3,1,260.99,0.2575,1.7072,1,114.72
2025-03-29 02:00:00,3,2,260.99,0.2613,1.7072,1,116.43
2025-03-29 03:00:00,3,3,260.99,0.307,1.7072,1,136.81
2025-03-29 04:00:00,3,4,260.99,0.3495,1.7072,1,155.73
2025-03-29 05:00:00,3,5,260.99,0.356,1.7072,1,158.63
2025-03-29 06:00:00,3,6,260.99,0.4089,1.7072,1,182.21
2025-03-29 07:00:00,3,7,260.99,0.4696,1.7072,1,209.24
2025-03-29 08:00:00,3,8,260.99,0.4594,1.7072,1,204.69
2025-03-29 09:00:00,3,9,260.99,0.4418,1.7072,1,196.87
2025-03-29 10:00:00,3,10,260.99,0.4181,1.7072,1,186.29
2025-03-29 11:00:00,3,11,260.99,0.4325,1.7072,1,192.7
2025-03-29 12:00:00,3,12,260.99,0.4197,1.7072,1,187.03
2025-03-29 13:00:00,3,13,260.99,0.3928,1.7072,1,175.02
2025-03-29 14:00:00,3,14,260.99,0.3665,1.7072,1,163.31
2025-03-29 15:00:00,3,15,260.99,0.3828,1.7072,1,170.58
2025-03-29 16:00:00,3,16,260.99,0.386,1.7072,1,171.99
2025-03-29 17:00:00,3,17,260.99,0.4066,1.7072,1,181.19
2025-03-29 18:00:00,3,18,260.99,0.4063,1.7072,1,181.06
2025-03-29 19:00:00,3,19,260.99,0.394,1.7072,1,175.54
2025-03-29 20:00:00,3,20,260.99,0.3455,1.7072,1,153.95
2025-03-29 21:00:00,3,21,260.99,0.3274,1.7072,1,145.88
2025-03-29 22:00:00,3,22,260.99,0.3091,1.7072,1,137.73
2025-03-29 23:00:00,3,23,260.99,0.2342,1.7072,1,104.37
2025-03-30 00:00:00,3,0,260.99,0.2665,1.7072,1,118.76
2025-03-30 01:00:00,3,1,260.99,0.2452,1.7072,1,109.25
2025-03-30 02:00:00,3,2,260.99,0.2634,1.7072,1,117.39
2025-03-30 03:00:00,3,3,260.99,0.3021,1.7072,1,134.6
2025-03-30 04:00:00,3,4,260.99,0.3436,1.7072,1,153.11
2025-03-30 05:00:00,3,5,260.99,0.3571,1.7072,1,159.1
2025-03-30 06:00:00,3,6,260.99,0.3801,1.7072,1,169.35
2025-03-30 07:00:00,3,7,260.99,0.4685,1.7072,1,208.76
2025-03-30 08:00:00,3,8,260.99,0.4752,1.7072,1,211.73
2025-03-30 09:00:00,3,9,260.99,0.4586,1.7072,1,204.34
2025-03-30 10:00:00,3,10,260.99,0.4313,1.7072,1,192.19
2025-03-30 11:00:00,3,11,260.99,0.4233,1.7072,1,188.6
2025-03-30 12:00:00,3,12,260.99,0.4168,1.7072,1,185.71
2025-03-30 13:00:00,3,13,260.99,0.4044,1.7072,1,180.18
2025-03-30 14:00:00,3,14,260.99,0.3642,1.7072,1,162.28
2025-03-30 15:00:00,3,15,260.99,0.3827,1.7072,1,170.54
2025-03-30 16:00:00,3,16,260.99,0.4011,1.7072,1,178.7
2025-03-30 17:00:00,3,17,260.99,0.3994,1.7072,1,177.94
2025-03-30 18:00:00,3,18,260.99,0.4174,1.7072,1,186.0
2025-03-30 19:00:00,3,19,260.99,0.3892,1.7072,1,173.4
2025-03-30 20:00:00,3,20,260.99,0.3525,1.7072,1,157.06
2025-03-30 21:00:00,3,21,260.99,0.3273,1.7072,1,145.85
2025-03-30 22:00:00,3,22,260.99,0.3103,1.7072,1,138.26
2025-03-30 23:00:00,3,23,260.99,0.2323,1.7072,1,103.51
2025-03-31 00:00:00,3,0,260.99,0.2678,1.7072,1,119.35
2025-03-31 01:00:00,3,1,260.99,0.2551,1.7072,1,113.65
2025-03-31 02:00:00,3,2,260.99,0.2545,1.7072,1,113.41
2025-03-31 03:00:00,3,3,260.99,0.3018,1.7072,1,134.47
2025-03-31 04:00:00,3,4,260.99,0.3477,1.7072,1,154.95
2025-03-31 05:00:00,3,5,260.99,0.3804,1.7072,1,169.49
2025-03-31 06:00:00,3,6,260.99,0.4293,1.7072,1,191.28
2025-03-31 07:00:00,3,7,260.99,0.5023,1.7072,1,223.83
2025-03-31 08:00:00,3,8,260.99,0.4959,1.7072,1,220.95
2025-03-31 09:00:00,3,9,260.99,0.4971,1.7072,1,221.49
2025-03-31 10:00:00,3,10,260.99,0.4339,1.7072,1,193.36
2025-03-31 11:00:00,3,11,260.99,0.4357,1.7072,1,194.12
2025-03-31 12:00:00,3,12,260.99,0.4216,1.7072,1,187.87
2025-03-31 13:00:00,3,13,260.99,0.3899,1.7072,1,173.75
2025-03-31 14:00:00,3,14,260.99,0.3842,1.7072,1,171.21
2025-03-31 15:00:00,3,15,260.99,0.4076,1.7072,1,181.62
2025-03-31 16:00:00,3,16,260.99,0.4174,1.7072,1,185.97
2025-03-31 17:00:00,3,17,260.99,0.4276,1.7072,1,190.51
2025-03-31 18:00:00,3,18,260.99,0.4168,1.7072,1,185.73
2025-03-31 19:00:00,3,19,260.99,0.3959,1.7072,1,176.39
2025-03-31 20:00:00,3,20,260.99,0.3586,1.7072,1,159.78
2025-03-31 21:00:00,3,21,260.99,0.3241,1.7072,1,144.42
2025-03-31 22:00:00,3,22,260.99,0.3203,1.7072,1,142.72
2025-03-31 23:00:00,3,23,260.99,0.2412,1.7072,1,107.46
2025-04-01 00:00:00,4,0,286.7,0.2614,1.5542,1,116.46
2025-04-01 01:00:00,4,1,286.7,0.2486,1.5542,1,110.78
2025-04-01 02:00:00,4,2,286.7,0.2636,1.5542,1,117.46
2025-04-01 03:00:00,4,3,286.7,0.318,1.5542,1,141.69
2025-04-01 04:00:00,4,4,286.7,0.3576,1.5542,1,159.32
2025-04-01 05:00:00,4,5,286.7,0.3723,1.5542,1,165.88
2025-04-01 06:00:00,4,6,286.7,0.4209,1.5542,1,187.53
2025-04-01 07:00:00,4,7,286.7,0.4873,1.5542,1,217.14
2025-04-01 08:00:00,4,8,286.7,0.4958,1.5542,1,220.9
2025-04-01 09:00:00,4,9,286.7,0.4872,1.5542,1,217.09
2025-04-01 10:00:00,4,10,286.7,0.4572,1.5542,1,203.7
2025-04-01 11:00:00,4,11,286.7,0.4423,1.5542,1,197.09
2025-04-01 12:00:00,4,12,286.7,0.4198,1.5542,1,187.05
2025-04-01 13:00:00,4,13,286.7,0.4044,1.5542,1,180.2
2025-04-01 14:00:00,4,14,286.7,0.3792,1.5542,1,168.95
2025-04-01 15:00:00,4,15,286.7,0.411,1.5542,1,183.13
2025-04-01 16:00:00,4,16,286.7,0.4038,1.5542,1,179.92
2025-04-01 17:00:00,4,17,286.7,0.4272,1.5542,1,190.34
2025-04-01 18:00:00,4,18,286.7,0.4449,1.5542,1,198.24
2025-04-01 19:00:00,4,19,286.7,0.4009,1.5542,1,178.61
2025-04-01 20:00:00,4,20,286.7,0.3599,1.5542,1,160.38
2025-04-01 21:00:00,4,21,286.7,0.3239,1.5542,1,144.31
2025-04-01 22:00:00,4,22,286.7,0.3112,1.5542,1,138.65
2025-04-01 23:00:00,4,23,286.7,0.245,1.5542,1,109.19
2025-04-02 00:00:00,4,0,286.7,0.2555,1.5542,1,113.83
2025-04-02 01:00:00,4,1,286.7,0.255,1.5542,1,113.62
2025-04-02 02:00:00,4,2,286.7,0.2536,1.5542,1,112.98
2025-04-02 03:00:00,4,3,286.7,0.3092,1.5542,1,137.79
2025-04-02 04:00:00,4,4,286.7,0.3436,1.5542,1,153.11
2025-04-02 05:00:00,4,5,286.7,0.3845,1.5542,1,171.31
2025-04-02 06:00:00,4,6,286.7,0.4141,1.5542,1,184.53
2025-04-02 07:00:00,4,7,286.7,0.5045,1.5542,1,224.8
2025-04-02 08:00:00,4,8,286.7,0.5183,1.5542,1,230.93
2025-04-02 09:00:00,4,9,286.7,0.4695,1.5542,1,209.22
2025-04-02 10:00:00,4,10,286.7,0.45,1.5542,1,200.51
2025-04-02 11:00:00,4,11,286.7,0.4371,1.5542,1,194.78
2025-04-02 12:00:00,4,12,286.7,0.4261,1.5542,1,189.86
2025-04-02 13:00:00,4,13,286.7,0.4034,1.5542,1,179.73
2025-04-02 14:00:00,4,14,286.7,0.3807,1.5542,1,169.61
2025-04-02 15:00:00,4,15,286.7,0.3983,1.5542,1,177.5
2025-04-02 16:00:00,4,16,286.7,0.4323,1.5542,1,192.6
2025-04-02 17:00:00,4,17,286.7,0.424,1.5542,1,188.92
2025-04-02 18:00:00,4,18,286.7,0.4338,1.5542,1,193.27
2025-04-02 19:00:00,4,19,286.7,0.3904,1.5542,1,173.97
2025-04-02 20:00:00,4,20,286.7,0.3544,1.5542,1,157.91
2025-04-02 21:00:00,4,21,286.7,0.3293,1.5542,1,146.72
2025-04-02 22:00:00,4,22,286.7,0.3216,1.5542,1,143.29
2025-04-02 23:00:00,4,23,286.7,0.2402,1.5542,1,107.03
2025-04-03 00:00:00,4,0,286.7,0.2656,1.5542,1,118.36
2025-04-03 01:00:00,4,1,286.7,0.2474,1.5542,1,110.24
2025-04-03 02:00:00,4,2,286.7,0.2545,1.5542,1,113.39
2025-04-03 03:00:00,4,3,286.7,0.3147,1.5542,1,140.21
2025-04-03 04:00:00,4,4,286.7,0.3527,1.5542,1,157.16
2025-04-03 05:00:00,4,5,286.7,0.3766,1.5542,1,167.79
2025-04-03 06:00:00,4,6,286.7,0.4238,1.5542,1,188.83
2025-04-03 07:00:00,4,7,286.7,0.5026,1.5542,1,223.93
2025-04-03 08:00:00,4,8,286.7,0.4937,1.5542,1,220.01
2025-04-03 09:00:00,4,9,286.7,0.4821,1.5542,1,214.8
2025-04-03 10:00:00,4,10,286.7,0.4671,1.5542,1,208.14
2025-04-03 11:00:00,4,11,286.7,0.4408,1.5542,1,196.42
2025-04-03 12:00:00,4,12,286.7,0.4195,1.5542,1,186.91
2025-04-03 13:00:00,4,13,286.7,0.398,1.5542,1,177.33
2025-04-03 14:00:00,4,14,286.7,0.3913,1.5542,1,174.37
2025-04-03 15:00:00,4,15,286.7,0.3931,1.5542,1,175.14
2025-04-03 16:00:00,4,16,286.7,0.4118,1.5542,1,183.48
2025-04-03 17:00:00,4,17,286.7,0.4368,1.5542,1,194.65
2025-04-03 18:00:00,4,18,286.7,0.4397,1.5542,1,195.94
2025-04-03 19:00:00,4,19,286.7,0.396,1.5542,1,176.44
2025-04-03 20:00:00,4,20,286.7,0.3478,1.5542,1,154.98
2025-04-03 21:00:00,4,21,286.7,0.3328,1.5542,1,148.28
2025-04-03 22:00:00,4,22,286.7,0.308,1.5542,1,137.25
2025-04-03 23:00:00,4,23,286.7,0.2423,1.5542,1,107.95
2025-04-04 00:00:00,4,0,286.7,0.2568,1.5542,1,114.41
